service_id,date,exception_type
101544,20180917,1
101544,20180919,1
101544,20180921,1
102375,20180416,1
102375,20180418,1
102375,20180419,1
102375,20180420,1
102375,20180423,1
102375,20180425,1
102375,20180426,1
102375,20180427,1
102375,20180430,1
102375,20180502,1
102375,20180503,1
102375,20180504,1
102375,20180507,1
102375,20180509,1
102375,20180510,1
102375,20180511,1
102375,20180514,1
102375,20180516,1
102375,20180517,1
102375,20180518,1
102375,20180521,1
102375,20180523,1
102375,20180524,1
102375,20180525,1
102375,20180528,2
102375,20180530,1
102375,20180531,1
102375,20180601,1
102375,20180604,1
102375,20180606,1
102375,20180607,1
102375,20180608,1
102375,20180611,1
102375,20180613,1
102375,20180614,2
102375,20180615,2
102375,20180618,1
102375,20180620,1
102375,20180621,1
102375,20180622,1
102375,20180625,1
102375,20180627,1
102375,20180628,1
102375,20180629,1
102375,20180702,1
102375,20180704,2
102375,20180705,1
102375,20180706,1
102375,20180709,1
102375,20180711,1
102375,20180712,1
102375,20180713,1
102375,20180716,1
102375,20180718,1
102375,20180719,1
102375,20180720,1
102375,20180723,1
102375,20180725,1
102375,20180726,1
102375,20180727,1
102375,20180730,1
102375,20180801,1
102375,20180802,1
102375,20180803,1
102375,20180806,1
102375,20180808,1
102375,20180809,1
102375,20180810,1
102375,20180813,1
102375,20180815,1
102375,20180816,1
102375,20180817,1
102375,20180820,1
102375,20180822,1
102375,20180823,1
102375,20180824,1
102375,20180827,1
102375,20180829,1
102375,20180830,1
102375,20180831,1
102375,20180903,2
102375,20180905,1
102375,20180906,1
102375,20180907,1
102375,20180910,1
102375,20180912,1
102375,20180913,1
102375,20180914,1
102375,20180917,1
102375,20180919,1
102375,20180920,1
102375,20180921,1
103237,20180413,1
103237,20180416,1
103237,20180418,1
103237,20180420,1
103237,20180423,1
103237,20180425,1
103237,20180427,1
103237,20180430,1
103237,20180502,1
103237,20180504,1
103237,20180507,1
103237,20180509,1
103237,20180511,1
103237,20180514,1
103237,20180516,1
103237,20180518,1
103237,20180521,1
103237,20180523,1
103237,20180525,2
103237,20180528,2
103237,20180530,1
103237,20180601,1
103237,20180604,1
103237,20180606,1
103237,20180608,1
103237,20180611,1
103237,20180613,1
103237,20180615,1
103237,20180618,1
103237,20180620,1
103237,20180622,1
103237,20180625,1
103237,20180627,1
103237,20180629,1
103237,20180702,1
103237,20180704,2
103237,20180706,1
103237,20180709,1
103237,20180711,1
103237,20180713,1
103237,20180716,1
103237,20180718,1
103237,20180720,1
103237,20180723,1
103237,20180725,1
103237,20180727,1
103237,20180730,1
103237,20180801,1
103237,20180803,1
103237,20180806,1
103237,20180808,1
103237,20180810,1
103237,20180813,1
103237,20180815,1
103237,20180817,1
103237,20180820,1
103237,20180822,1
103237,20180824,1
103237,20180827,1
103237,20180829,1
103237,20180831,1
103237,20180903,2
103237,20180905,1
103237,20180907,1
103237,20180910,1
103237,20180912,1
103237,20180914,1
103237,20180917,1
103237,20180919,1
103237,20180921,1
104483,20180416,1
104483,20180418,1
104483,20180423,1
104483,20180425,1
104483,20180430,1
104483,20180502,1
104483,20180507,1
104483,20180509,1
104483,20180514,1
104483,20180516,1
104483,20180521,1
104483,20180523,1
104483,20180528,2
104483,20180530,1
104483,20180604,1
104483,20180606,1
104483,20180611,1
104483,20180613,1
104483,20180618,1
104483,20180620,1
104483,20180625,1
104483,20180627,1
104483,20180702,1
104483,20180704,2
104483,20180709,1
104483,20180711,1
104483,20180716,1
104483,20180718,1
104483,20180723,1
104483,20180725,1
104483,20180730,1
104483,20180801,1
104483,20180806,1
104483,20180808,1
104483,20180813,1
104483,20180815,1
104483,20180820,1
104483,20180822,1
104483,20180827,1
104483,20180829,1
104483,20180903,2
104483,20180905,1
104483,20180910,1
104483,20180912,1
104483,20180917,1
104483,20180919,1
104560,20180416,1
104560,20180418,1
104560,20180423,1
104560,20180425,1
104560,20180430,1
104560,20180502,1
104560,20180507,1
104560,20180509,1
104560,20180514,1
104560,20180516,1
104560,20180521,1
104560,20180523,1
104560,20180528,2
104560,20180530,1
104560,20180604,1
104560,20180606,1
104560,20180611,1
104560,20180613,1
104560,20180618,1
104560,20180620,1
104560,20180625,1
104560,20180627,1
104560,20180702,1
104560,20180704,2
104560,20180709,1
104560,20180711,1
104560,20180716,1
104560,20180718,1
104560,20180723,1
104560,20180725,1
104560,20180730,1
104560,20180801,1
104560,20180806,1
104560,20180808,1
104560,20180813,1
104560,20180815,1
104560,20180820,1
104560,20180822,1
104560,20180827,1
104560,20180829,1
104560,20180903,2
104560,20180905,1
104560,20180910,1
104560,20180912,1
104560,20180917,1
104560,20180919,1
11585,20180416,2
11585,20180423,2
11585,20180430,2
11585,20180507,2
11585,20180514,2
11585,20180521,2
11585,20180528,1
11585,20180604,2
14016,20180415,1
14016,20180416,2
14016,20180422,1
14016,20180423,2
14016,20180429,1
14016,20180430,2
14016,20180506,1
14016,20180507,2
14016,20180513,1
14016,20180514,2
14016,20180520,1
14016,20180521,2
14016,20180527,1
14016,20180528,1
14016,20180603,1
14016,20180604,2
14016,20180610,1
14016,20180611,2
14016,20180617,2
14016,20180618,2
14016,20180624,2
14016,20180625,2
14016,20180701,2
14016,20180702,2
14016,20180708,2
14016,20180709,2
14016,20180715,2
14016,20180716,2
14016,20180722,2
14016,20180723,2
14016,20180729,2
14016,20180730,2
14016,20180805,2
14016,20180806,2
14016,20180812,1
14016,20180813,2
14016,20180819,2
14016,20180820,2
14016,20180826,2
14016,20180827,2
14016,20180902,2
14016,20180903,1
16736,20180618,2
16736,20180620,2
16736,20180625,2
16736,20180627,2
16736,20180702,2
16736,20180704,1
16736,20180709,2
16736,20180711,2
16736,20180716,2
16736,20180718,2
16736,20180723,2
16736,20180725,2
16736,20180730,2
16736,20180801,2
16736,20180806,2
16736,20180808,2
16736,20180813,2
16736,20180815,2
16736,20180820,2
16736,20180822,2
16736,20180827,2
16736,20180829,2
16736,20180903,1
16736,20180905,2
16736,20180910,2
16736,20180912,2
17576,20180430,2
17576,20180501,1
17576,20180502,1
17576,20180503,1
17576,20180507,2
17576,20180508,2
17576,20180509,2
17576,20180510,2
17576,20180514,2
17576,20180515,1
17576,20180516,2
17576,20180517,1
17576,20180521,2
17576,20180522,2
17576,20180523,2
17576,20180524,2
17576,20180528,2
17576,20180529,1
17576,20180530,1
17576,20180531,1
17576,20180604,2
17576,20180605,2
17576,20180606,2
17576,20180607,2
17576,20180611,1
17576,20180612,1
17576,20180613,2
17576,20180614,1
2431,20180812,1
2431,20180813,2
2431,20180819,2
2431,20180820,2
2431,20180826,2
2431,20180827,2
2431,20180902,2
2431,20180903,1
28321,20180416,2
28321,20180418,2
28321,20180423,2
28321,20180425,2
28321,20180430,2
28321,20180502,2
28321,20180507,2
28321,20180509,2
28321,20180514,2
28321,20180516,2
28321,20180521,2
28321,20180523,2
28321,20180528,1
28321,20180530,2
28321,20180604,2
28321,20180606,2
28321,20180611,2
28321,20180613,2
28321,20180618,2
28321,20180620,2
28321,20180625,2
28321,20180627,2
28321,20180702,2
28321,20180704,1
28321,20180709,2
28321,20180711,2
28321,20180716,2
28321,20180718,2
28321,20180723,2
28321,20180725,2
28321,20180730,2
28321,20180801,2
28321,20180806,2
28321,20180808,2
28321,20180813,2
28321,20180815,2
28321,20180820,2
28321,20180822,2
28321,20180827,2
28321,20180829,2
28321,20180903,1
28321,20180905,2
28321,20180910,2
28321,20180912,2
30857,20180413,1
30857,20180416,1
30857,20180417,1
30857,20180418,1
30857,20180419,2
30857,20180420,1
30857,20180423,2
30857,20180424,2
30857,20180425,2
30857,20180426,2
30857,20180427,2
30857,20180430,2
30857,20180501,2
30857,20180502,2
30857,20180503,2
30857,20180504,2
30857,20180507,2
30857,20180508,2
30857,20180509,2
30857,20180510,2
30857,20180511,2
30857,20180514,2
30857,20180515,2
30857,20180516,2
30857,20180517,2
30857,20180518,2
30857,20180521,2
30857,20180522,2
30857,20180523,2
30857,20180524,2
30857,20180525,2
30857,20180528,2
30857,20180529,2
30857,20180530,2
30857,20180531,2
30857,20180601,2
30857,20180604,2
30857,20180605,2
30857,20180606,2
30857,20180607,2
30857,20180608,2
30857,20180611,2
30857,20180612,2
30857,20180613,2
30857,20180614,2
30857,20180615,2
30857,20180618,2
30857,20180619,2
30857,20180620,2
30857,20180621,2
30857,20180622,1
30857,20180625,2
30857,20180626,2
30857,20180627,2
30857,20180628,2
30857,20180629,1
30857,20180702,2
30857,20180703,1
30857,20180704,2
30857,20180705,1
30857,20180706,1
30857,20180709,2
30857,20180710,2
30857,20180711,2
30857,20180712,2
30857,20180713,1
30857,20180716,2
30857,20180717,2
30857,20180718,2
30857,20180719,2
30857,20180720,1
30857,20180723,2
30857,20180724,1
30857,20180725,2
30857,20180726,2
30857,20180727,1
30857,20180730,1
30857,20180731,1
30857,20180801,2
30857,20180802,1
30857,20180803,1
30857,20180806,2
30857,20180807,2
30857,20180808,2
30857,20180809,2
30857,20180810,1
30857,20180813,2
30857,20180814,2
30857,20180815,2
30857,20180816,2
30857,20180817,1
30857,20180820,1
30857,20180821,1
30857,20180822,2
30857,20180823,2
30857,20180824,1
30857,20180827,2
30857,20180828,2
30857,20180829,2
30857,20180830,2
30857,20180831,1
30857,20180903,2
30857,20180904,1
30857,20180905,1
30857,20180906,2
30857,20180907,1
30857,20180910,2
30857,20180911,1
30857,20180912,2
30857,20180913,2
30857,20180914,1
30857,20180917,2
30857,20180918,2
30857,20180919,2
30857,20180920,2
30857,20180921,1
34907,20180423,1
34907,20180430,1
34907,20180507,1
34907,20180514,1
34907,20180521,1
34907,20180528,2
34907,20180604,1
35200,20180416,1
35200,20180423,1
35200,20180430,1
35200,20180507,1
35200,20180514,1
35200,20180521,1
35200,20180528,2
35200,20180604,1
36248,20180423,1
36248,20180430,1
36248,20180507,1
36248,20180514,1
36248,20180521,1
36248,20180528,2
36248,20180604,1
36248,20180611,1
36661,20180618,1
36661,20180619,1
36661,20180620,1
36661,20180621,1
36661,20180625,1
36661,20180626,1
36661,20180627,1
36661,20180628,1
36661,20180702,1
36661,20180703,2
36661,20180704,2
36661,20180705,2
36661,20180709,1
36661,20180710,1
36661,20180711,1
36661,20180712,1
36661,20180716,1
36661,20180717,1
36661,20180718,1
36661,20180719,1
36661,20180723,1
36661,20180724,2
36661,20180725,1
36661,20180726,1
36661,20180730,2
36661,20180731,2
36661,20180801,1
36661,20180802,2
36661,20180806,1
36661,20180807,1
36661,20180808,1
36661,20180809,1
36661,20180813,1
36661,20180814,1
36661,20180815,1
36661,20180816,1
36661,20180820,2
36661,20180821,2
36661,20180822,1
36661,20180823,1
36661,20180827,1
36661,20180828,1
36661,20180829,1
36661,20180830,1
36661,20180903,2
36661,20180904,2
36661,20180905,2
36661,20180906,1
36661,20180910,1
36661,20180911,2
36661,20180912,1
36661,20180913,1
36661,20180917,1
36661,20180918,1
36661,20180919,1
36661,20180920,1
40642,20180416,1
40642,20180423,1
40642,20180430,1
40642,20180507,1
40642,20180514,1
40642,20180521,1
40642,20180528,2
40642,20180604,1
40642,20180611,1
63918,20180618,1
63918,20180620,1
63918,20180625,1
63918,20180627,1
63918,20180702,1
63918,20180704,2
63918,20180709,1
63918,20180711,1
63918,20180716,1
63918,20180718,1
63918,20180723,1
63918,20180725,1
63918,20180730,1
63918,20180801,1
63918,20180806,1
63918,20180808,1
63918,20180813,1
63918,20180815,1
63918,20180820,1
63918,20180822,1
63918,20180827,1
63918,20180829,1
63918,20180903,2
63918,20180905,1
63918,20180910,1
63918,20180912,1
63918,20180917,1
63918,20180919,1
68312,20180413,1
68312,20180416,1
68312,20180417,1
68312,20180418,1
68312,20180419,1
68312,20180420,1
68312,20180423,2
68312,20180424,2
68312,20180425,2
68312,20180426,2
68312,20180427,2
68312,20180430,2
68312,20180501,2
68312,20180502,2
68312,20180503,2
68312,20180504,2
68312,20180507,2
68312,20180508,2
68312,20180509,2
68312,20180510,2
68312,20180511,2
68312,20180514,2
68312,20180515,2
68312,20180516,2
68312,20180517,2
68312,20180518,2
68312,20180521,2
68312,20180522,2
68312,20180523,2
68312,20180524,2
68312,20180525,2
68312,20180528,2
68312,20180529,2
68312,20180530,2
68312,20180531,2
68312,20180601,2
68312,20180604,2
68312,20180605,2
68312,20180606,2
68312,20180607,2
68312,20180608,2
68312,20180611,2
68312,20180612,2
68312,20180613,2
68312,20180614,2
68312,20180615,2
68312,20180618,1
68312,20180619,1
68312,20180620,1
68312,20180621,1
68312,20180622,1
68312,20180625,1
68312,20180626,1
68312,20180627,1
68312,20180628,1
68312,20180629,1
68312,20180702,1
68312,20180703,1
68312,20180704,2
68312,20180705,1
68312,20180706,1
68312,20180709,1
68312,20180710,1
68312,20180711,1
68312,20180712,1
68312,20180713,1
68312,20180716,1
68312,20180717,1
68312,20180718,1
68312,20180719,1
68312,20180720,1
68312,20180723,1
68312,20180724,1
68312,20180725,1
68312,20180726,1
68312,20180727,1
68312,20180730,1
68312,20180731,1
68312,20180801,1
68312,20180802,1
68312,20180803,1
68312,20180806,1
68312,20180807,1
68312,20180808,1
68312,20180809,1
68312,20180810,1
68312,20180813,1
68312,20180814,1
68312,20180815,1
68312,20180816,1
68312,20180817,1
68312,20180820,1
68312,20180821,1
68312,20180822,1
68312,20180823,1
68312,20180824,1
68312,20180827,1
68312,20180828,1
68312,20180829,1
68312,20180830,1
68312,20180831,1
68312,20180903,2
68312,20180904,1
68312,20180905,1
68312,20180906,1
68312,20180907,1
68312,20180910,1
68312,20180911,1
68312,20180912,1
68312,20180913,1
68312,20180914,1
68312,20180917,1
68312,20180918,1
68312,20180919,1
68312,20180920,1
68312,20180921,1
92434,20180416,1
92434,20180418,2
92434,20180420,1
92434,20180423,1
92434,20180425,2
92434,20180427,1
92434,20180430,1
92434,20180502,2
92434,20180504,1
92434,20180507,1
92434,20180509,2
92434,20180511,1
92434,20180514,1
92434,20180516,2
92434,20180518,1
92434,20180521,1
92434,20180523,2
92434,20180525,2
92434,20180528,2
92434,20180530,2
92434,20180601,1
92434,20180604,1
92434,20180606,2
92434,20180608,1
92434,20180611,1
92434,20180613,2
92434,20180615,2
92434,20180618,1
92434,20180620,1
92434,20180622,1
92434,20180625,1
92434,20180627,1
92434,20180629,1
92434,20180702,1
92434,20180704,2
92434,20180706,1
92434,20180709,1
92434,20180711,1
92434,20180713,1
92434,20180716,1
92434,20180718,1
92434,20180720,1
92434,20180723,1
92434,20180725,1
92434,20180727,1
92434,20180730,1
92434,20180801,1
92434,20180803,1
92434,20180806,1
92434,20180808,1
92434,20180810,1
92434,20180813,1
92434,20180815,1
92434,20180817,1
92434,20180820,1
92434,20180822,1
92434,20180824,1
92434,20180827,1
92434,20180829,1
92434,20180831,1
92434,20180903,2
92434,20180905,1
92434,20180907,1
92434,20180910,1
92434,20180912,1
92434,20180914,1
92434,20180917,1
92434,20180919,1
92434,20180921,1
94127,20180413,1
94127,20180416,1
94127,20180418,2
94127,20180420,1
94127,20180423,1
94127,20180425,2
94127,20180427,1
94127,20180430,1
94127,20180502,2
94127,20180504,1
94127,20180507,1
94127,20180509,2
94127,20180511,1
94127,20180514,1
94127,20180516,2
94127,20180518,1
94127,20180521,1
94127,20180523,2
94127,20180525,2
94127,20180528,2
94127,20180530,2
94127,20180601,1
94127,20180604,1
94127,20180606,2
94127,20180608,1
94127,20180611,1
94127,20180613,2
94127,20180615,1
94127,20180618,1
94127,20180620,1
94127,20180622,1
94127,20180625,1
94127,20180627,1
94127,20180629,1
94127,20180702,1
94127,20180704,2
94127,20180706,1
94127,20180709,1
94127,20180711,1
94127,20180713,1
94127,20180716,1
94127,20180718,1
94127,20180720,1
94127,20180723,1
94127,20180725,1
94127,20180727,1
94127,20180730,1
94127,20180801,1
94127,20180803,1
94127,20180806,1
94127,20180808,1
94127,20180810,1
94127,20180813,1
94127,20180815,1
94127,20180817,1
94127,20180820,1
94127,20180822,1
94127,20180824,1
94127,20180827,1
94127,20180829,1
94127,20180831,1
94127,20180903,2
94127,20180905,1
94127,20180907,1
94127,20180910,1
94127,20180912,1
94127,20180914,1
94127,20180917,1
94127,20180919,1
94127,20180921,1
94837,20180416,1
94837,20180418,1
94837,20180420,2
94837,20180423,1
94837,20180425,1
94837,20180427,2
94837,20180430,1
94837,20180502,1
94837,20180504,2
94837,20180507,1
94837,20180509,1
94837,20180511,2
94837,20180514,1
94837,20180516,1
94837,20180518,2
94837,20180521,1
94837,20180523,1
94837,20180525,2
94837,20180528,2
94837,20180530,1
94837,20180601,2
94837,20180604,1
94837,20180606,1
94837,20180608,2
94837,20180611,1
94837,20180613,1
94837,20180615,2
94837,20180618,1
94837,20180620,1
94837,20180622,1
94837,20180625,1
94837,20180627,1
94837,20180629,1
94837,20180702,1
94837,20180704,2
94837,20180706,1
94837,20180709,1
94837,20180711,1
94837,20180713,1
94837,20180716,1
94837,20180718,1
94837,20180720,1
94837,20180723,1
94837,20180725,1
94837,20180727,1
94837,20180730,1
94837,20180801,1
94837,20180803,1
94837,20180806,1
94837,20180808,1
94837,20180810,1
94837,20180813,1
94837,20180815,1
94837,20180817,1
94837,20180820,1
94837,20180822,1
94837,20180824,1
94837,20180827,1
94837,20180829,1
94837,20180831,1
94837,20180903,2
94837,20180905,1
94837,20180907,1
94837,20180910,1
94837,20180912,1
94837,20180914,1
94837,20180917,1
94837,20180919,1
94837,20180921,1
95373,20180416,1
95373,20180418,2
95373,20180423,1
95373,20180425,2
95373,20180430,1
95373,20180502,2
95373,20180507,1
95373,20180509,2
95373,20180514,1
95373,20180516,2
95373,20180521,1
95373,20180523,2
95373,20180528,2
95373,20180530,2
95373,20180604,1
95373,20180606,2
95373,20180611,1
95373,20180613,2
95373,20180618,1
95373,20180620,1
95373,20180625,1
95373,20180627,1
95373,20180702,1
95373,20180704,2
95373,20180709,1
95373,20180711,1
95373,20180716,1
95373,20180718,1
95373,20180723,1
95373,20180725,1
95373,20180730,1
95373,20180801,1
95373,20180806,1
95373,20180808,1
95373,20180813,1
95373,20180815,1
95373,20180820,1
95373,20180822,1
95373,20180827,1
95373,20180829,1
95373,20180903,2
95373,20180905,1
95373,20180910,1
95373,20180912,1
95373,20180917,1
95373,20180919,1
98825,20180417,1
98825,20180418,1
98825,20180419,1
98825,20180420,1
98825,20180423,1
98825,20180424,1
98825,20180425,1
98825,20180426,1
98825,20180427,1
98825,20180430,1
98825,20180501,1
98825,20180502,1
98825,20180503,1
98825,20180504,1
98825,20180507,1
98825,20180508,1
98825,20180509,1
98825,20180510,1
98825,20180511,1
98825,20180514,1
98825,20180515,1
98825,20180516,1
98825,20180517,1
98825,20180518,1
98825,20180521,1
98825,20180522,1
98825,20180523,1
98825,20180524,1
98825,20180525,1
98825,20180528,2
98825,20180529,1
98825,20180530,1
98825,20180531,1
98825,20180601,1
98825,20180604,1
98825,20180605,1
98825,20180606,1
98825,20180607,1
98825,20180608,1
98825,20180611,2
98825,20180612,2
98825,20180613,2
98825,20180614,2
98825,20180615,2
98825,20180618,1
98825,20180619,1
98825,20180620,1
98825,20180621,1
98825,20180622,1
98825,20180625,1
98825,20180626,1
98825,20180627,1
98825,20180628,1
98825,20180629,1
98825,20180702,1
98825,20180703,1
98825,20180704,2
98825,20180705,1
98825,20180706,1
98825,20180709,1
98825,20180710,1
98825,20180711,1
98825,20180712,1
98825,20180713,1
98825,20180716,1
98825,20180717,1
98825,20180718,1
98825,20180719,1
98825,20180720,1
98825,20180723,1
98825,20180724,1
98825,20180725,1
98825,20180726,1
98825,20180727,1
98825,20180730,1
98825,20180731,1
98825,20180801,1
98825,20180802,1
98825,20180803,1
98825,20180806,1
98825,20180807,1
98825,20180808,1
98825,20180809,1
98825,20180810,1
98825,20180813,1
98825,20180814,1
98825,20180815,1
98825,20180816,1
98825,20180817,1
98825,20180820,1
98825,20180821,1
98825,20180822,1
98825,20180823,1
98825,20180824,1
98825,20180827,1
98825,20180828,1
98825,20180829,1
98825,20180830,1
98825,20180831,1
98825,20180903,2
98825,20180904,1
98825,20180905,1
98825,20180906,1
98825,20180907,1
98825,20180910,1
98825,20180911,1
98825,20180912,1
98825,20180913,1
98825,20180914,1
98825,20180917,1
98825,20180918,1
98825,20180919,1
98825,20180920,1
98825,20180921,1
